Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2013 [YR2013]
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30183.1669489099,20193.6884937901,19966.6158141975,20526.8094445052,21850.1876364153,23384.2748623508,24453.6095324114,24344.609534268,26974.3277713648,19776.438534987
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.8705368041992,99.7261734008789,99.7385482788086,99.7679672241211,99.7833023071289,99.8514785766602,99.8602523803711,99.8648223876953,99.8671112060547,99.7087707519531
Europe & Central Asia (IDA & IBRD countries),TEC,Population density (people per sq. km of land area),EN.POP.DNST,..,19.6225851300884,19.7359024891234,19.8431980462684,19.9303099462378,19.9930195240396,20.0532011021349,20.1008103403133,20.1120814581001,19.5054697214258
Europe & Central Asia (IDA & IBRD countries),TEC,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,16,16,15,15,15,15,17,..,18
Europe & Central Asia (IDA & IBRD countries),TEC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,13.9333762702389,13.2192487349699,12.5129513353344,11.9760225568227,11.5537276837012,11.2126133088751,10.8164190888665,10.4407161775888,14.7095285893598
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,54248.6075121727,37063.6711080369,38221.6683626331,40552.2771313013,42663.2020500895,44649.7455348803,47494.6544394587,45904.3627780418,49024.399472077,36064.9922749411
European Union,EUU,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,..,110.970372213089,111.230043201747,111.455628923593,111.650843809074,111.846558697249,111.941409204776,112.022522067025,111.890566811157,110.714598327118
European Union,EUU,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,6,6,6,6,6,6,6,..,7
European Union,EUU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,4.35832805631629,4.28077988303593,4.20078436944774,4.14832436717768,4.0489119097644,3.94959449092215,3.88051216978732,3.80230992275468,4.44558651411091
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,..,34.7170487106017,34.9684813753582,35.458452722063,35.9813753581662,36.5007163323782,37.0207736389685,38.3711566617862,38.6051094890511,34.6833810888252
Faroe Islands,FRO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14125.2957463901,10738.2663459579,11755.086132763,11999.6776852834,12822.0136079769,13631.175187331,13802.9351624283,11581.2233090444,11430.948405242,9036.7683509059
Fiji,FJI,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,96.1100006103516,..
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,..,50.1127531472359,50.2025177887247,50.2666119321292,50.3020799124247,50.3008210180624,50.2717569786535,50.3788724685276,50.608100711549,49.9974274767378
Fiji,FJI,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,38,39,40,37,37,38,38,..,39
Fiji,FJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,24.1,24.5,25,25.6,26.3,26.9,27.5,27.7,23.8
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,59026.7073352151,41757.4021894413,42497.7049785783,44934.4482077785,47570.133583848,49579.3310008278,51811.5573678339,52305.2893109382,54706.4459747236,41493.1416470359
Finland,FIN,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,..,17.9720030274112,18.0301108880919,18.0820078312658,18.1238944459068,18.1479501184522,18.1673609054717,18.1928768835954,18.2301659134121,17.8978314521702
Finland,FIN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,7,7,8,7,8,9,8,..,7
Finland,FIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,2.6,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.7
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4932.19195709133,4593.3925012189,4391.36356998692,4440.54592224916,4580.85331170357,4727.56049990682,4823.53416254313,4581.89941191669,4761.67099215804,4584.76022382648
Fragile and conflict affected situations,FCS,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,79.2101669311523,79.4255599975586,78.2776184082031,80.0009002685547,80.5043792724609,78.6366806030273,78.9296798706055,78.964241027832,79.0981826782227,77.6344985961914
Fragile and conflict affected situations,FCS,Population density (people per sq. km of land area),EN.POP.DNST,..,41.8986260636975,42.8478472862863,43.8182486785648,44.8036930254888,45.7956942208216,46.8254722136399,47.900127532952,48.9781676482229,40.9398621365913
Fragile and conflict affected situations,FCS,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,610,596,591,583,574,565,543,..,617
Fragile and conflict affected situations,FCS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,89.5643132373723,87.473151768486,85.6425463278041,83.5199987742669,81.5017611089972,79.4904317089545,77.3889486637937,75.426000016036,91.6646849872756
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,55492.5655467571,40144.0268283679,40849.9973780501,42924.613626021,44577.0645745394,46537.4740442591,50500.96075877,48134.959794619,51363.7203822404,39521.6969847538
France,FRA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,..,121.105322368265,121.536702115031,121.857823021165,122.211970625889,122.650880182337,123.070294051578,123.404699419421,123.730738534984,120.539576701604
France,FRA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,9,8,8,8,8,8,8,..,9
France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,4.1,4.2,4.2,4.3,4.3,4.3,4.4,4.4,4.1
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,..,83.5128205128205,84.0642466148084,84.5695764909248,85.1195620858542,85.7407087294728,86.348890809565,86.9835782195333,87.5920484010372,82.9824258138865
French Polynesia,PYF,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16470.5835350355,14721.9011453059,14113.8276706617,13749.8325459881,14478.1303050188,14597.1473084946,15092.030603472,14682.0637700704,15243.7181936578,14437.7597324564
Gabon,GAB,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,88.6600036621094,..,..,..,..,..,..,..,..,..
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,..,7.63323242907595,7.87253851825979,8.09642566072884,8.30603096984515,8.50705165521791,8.70409826522296,8.89732215624636,9.08595878449179,7.38241161175146
Gabon,GAB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,216,212,216,218,229,225,227,..,194
Gabon,GAB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,52.2,50.4,48.4,46.6,44.9,43.2,41,39.7,54.2
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2509.82951159683,1874.26266501645,1913.41534731054,1918.69701578381,1927.0399420242,2060.97463164647,2171.66461702187,2157.0350327961,2291.40428610172,1960.5849413212
"Gambia, The",GMB,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,69.6399993896484,..,70.7434768676758,..,..,..,..,..,..,65.9757614135742
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,..,216.306225296443,222.641600790514,228.972924901186,235.294664031621,241.592490118577,247.913339920949,254.34733201581,260.861264822134,209.967292490119
"Gambia, The",GMB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,543,535,505,494,512,474,458,..,598
"Gambia, The",GMB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,62.6,60.1,57.7,55.5,53.4,51.5,49.6,47.9,65.2
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20113.3772367561,11575.547210705,12089.1694050447,12858.4834001898,13589.7073915159,14596.069289313,15624.9700213762,14748.6321080538,17088.8810512761,10611.7741169939
Georgia,GEO,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.5052032470703,99.6777191162109,..,..,99.7682495117188,..,..,..,..,..
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,..,65.0725007872914,65.1750586094685,65.2140557752196,65.2227859617201,65.197330207495,65.0855698239966,65.1302704783232,64.8834808775675,65.0419538822212
Georgia,GEO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,29,30,25,26,26,26,28,..,33
Georgia,GEO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,10.9,10.5,10.2,10,9.8,9.7,9.6,9.5,11.4
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,63149.5986898098,47011.5510935131,47609.7810045816,50579.6839299266,53071.4555699913,55195.8405428372,57397.523875469,56482.4756342562,58798.9373528813,44993.8927459315
Germany,DEU,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,..,232.108053883634,234.152986871524,235.712929356538,236.588722557747,237.294012250272,237.822954291766,238.017318755545,238.118085806692,231.155712565925
Germany,DEU,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,5,5,5,5,5,4,4,..,5
Germany,DEU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,4,3.9,3.9,3.9,3.8,3.7,3.6,3.6,4
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6498.38572689223,5376.3088285794,5021.78868729592,4811.5728157153,4929.56795405121,5248.46349037158,5572.66918900611,5558.35626430583,5997.55766541617,5118.24213855469
Ghana,GHA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,91.1699981689453,..,..,..,..,..,93.5899963378906,..,..
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,..,123.918247341127,126.882917289268,129.886187044036,132.821754416806,135.671270985321,138.535158653424,141.431796706412,144.300083943867,120.970365649996
Ghana,GHA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,286,286,258,274,273,244,263,..,305
Ghana,GHA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,57.8,55.4,53.1,51,49.1,47.2,45.5,44,60.5
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,..,3245.2,3252,3256.5,3260.2,3264.8,3268.5,3270.9,3266.9,3241.1
Gibraltar,GIB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,36834.8710885703,26625.0618096799,26760.3633030256,27511.8010160972,28604.8609402657,29617.5483399732,31155.9071177411,28416.5239017982,31294.800289497,25986.6503155014
Greece,GRC,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,..,84.5028161365399,83.947889837083,83.5994647013189,83.4342823894492,83.2651823118697,83.1775174553918,82.999216446858,82.5540806826998,85.067579519007
Greece,GRC,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,5,5,5,6,6,6,8,..,4
Greece,GRC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,4.3,4.4,4.4,4.3,4.2,4,3.9,3.7,4.2
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,..,0.137154342794494,0.136713363381654,0.136888780606651,0.136854671701791,0.136491655500061,0.136983798270191,0.137329760019491,0.138026556218784,0.137612376659764
Greenland,GRL,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16987.128419108,12039.1120455495,13036.5608185486,13810.3877507994,14870.0314945401,15772.0480359911,16046.9091506922,13913.5316148746,15104.4645356728,10995.5692552144
Grenada,GRD,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,..,346.976470588235,349.941176470588,352.841176470588,355.65,358.347058823529,360.952941176471,363.714705882353,366.5,343.955882352941
Grenada,GRD,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,24,23,23,24,21,20,21,..,25
Grenada,GRD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,16.1,16.2,16.3,16.4,16.5,16.5,16.4,16.2,15.9
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,..,310.264814814815,311.07037037037,311.751851851852,312.233333333333,312.366666666667,312.266666666667,313.390740740741,315.803703703704,309.359259259259
Guam,GUM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10818.1717242445,7758.49316980639,8194.44068126819,8221.74642722194,8322.21680991504,8672.71778183822,9040.8341127902,8859.0117398945,9850.90466668914,7446.58800936721
Guatemala,GTM,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,96.4100036621094,94.9100036621094,94.3899993896484,..,..,95.3783416748047,..,..,..,94.1822814941406
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,..,142.836095558044,145.27266703994,147.701474430758,150.125214632325,152.547125793206,154.946117954461,157.319270250093,159.665416200075,140.388027248973
Guatemala,GTM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,107,107,103,95,98,100,96,..,109
Guatemala,GTM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,29.5,28.4,27.3,26.3,25.4,24.6,23.8,23,30.8
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3187.01934316651,1775.50162800354,1789.01845339214,2045.09436781321,2383.57886734293,2531.14057532881,2653.08255577239,2749.98350534675,2913.50948387609,1784.69049911374
Guinea,GIN,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,56.9705085754395,..,..,..,69.639892578125,..,..,71.3300018310547,..
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,..,46.1230872537848,47.3140078137718,48.555205111509,49.8160060231157,51.094188507244,52.4073701774377,53.7406519615823,55.0704297574475,44.9919827445873
Guinea,GIN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,661,649,626,572,568,556,553,..,677
Guinea,GIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,114.5,112.6,110.1,108.3,106.2,104,101.6,98.7,115.7
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2190.43923388771,1338.01563292886,1551.03412227647,1697.12904509961,1872.30928139809,1896.40698320205,1970.71280957178,1904.6586341987,2020.85486582107,1324.60821106599
Guinea-Bissau,GNB,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,75.2799987792969,71.2503280639648,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,..,61.9953413940256,63.6173186344239,65.2401137980085,66.8501422475107,68.4550142247511,70.0731507823613,71.6866287339972,73.2831081081081,60.3752844950213
Guinea-Bissau,GNB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,733,713,673,705,648,710,725,..,742
Guinea-Bissau,GNB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,95.5,91.8,88.6,85.5,82.4,79.5,77,74.3,99.4
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,40641.7873448486,11130.4944719803,11382.2423763029,11479.4620067513,12193.6216799112,12671.7029914346,13364.2215719827,19462.9343606007,24193.5275209981,11198.1601399341
Guyana,GUY,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,97.6100006103516,96.3318634033203,..,..,..,..,..,97.25,..,..
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,..,3.81567183134366,3.8355651511303,3.85616967233934,3.87732791465583,3.9904191008382,4.05767335534671,4.04979425958852,4.08720853441707,3.79690119380239
Guyana,GUY,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,131,128,127,123,118,110,112,..,133
Guyana,GUY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,34.1,33.1,32.2,31.3,30.3,29.4,28.5,27.7,35
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3305.07595475506,3005.80042246339,2938.04475750385,3138.54112527337,3200.04218273499,3286.5861982457,3244.29203133324,3136.84949393325,3179.25795649193,2992.43035062304
Haiti,HTI,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,83.3535003662109,..,..,..,..,..,..
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,..,377.820754716981,383.300326560232,388.746335268505,394.17790275762,399.579862119013,404.950580551524,410.261284470247,415.368976777939,372.322423802612
Haiti,HTI,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,389,391,388,351,359,349,350,..,392
Haiti,HTI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,72,70.1,68.2,66.3,64.4,62.5,60.5,58.6,73.9
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3032.44426701009,2293.22220396212,2338.09189922321,2423.66888268597,2497.12653703602,2586.63801753957,2670.78100821477,2636.69245461999,2781.3593278924,2155.4443844721
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,79.5791320800781,76.6959762573242,77.1507034301758,77.3761672973633,78.1659088134766,78.8191680908203,78.7610778808594,78.9694366455078,79.2664031982422,75.998046875
Heavily indebted poor countries (HIPC),HPC,Population density (people per sq. km of land area),EN.POP.DNST,..,36.433454542461,37.4909595150098,38.5854327959573,39.7215132776548,40.8674432402477,42.0267447821198,43.2109696986377,44.401501973587,35.4023221018335
Heavily indebted poor countries (HIPC),HPC,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,472,456,435,423,408,396,390,..,491
Heavily indebted poor countries (HIPC),HPC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,81.2341201659549,78.4878748161431,75.7489260227485,73.3916782343602,71.0683925506908,68.9244980391454,66.8371389845373,64.8617256309704,84.208360362708
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,60620.8766394161,44435.3142582678,45202.9873581226,46515.318367618,48418.7849026343,50448.3587825259,52371.2368313427,50952.5787659453,55232.5255600744,43298.6763684244
High income,HIC,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,..,34.0257487812356,34.2169653501626,34.4021796735334,34.5775487845121,34.7452243851976,34.8920687450848,35.0342603838027,35.1969071563399,33.8323114736981
High income,HIC,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,11,11,11,12,12,12,12,..,11
High income,HIC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,5.6,5.5,5.4,5.3,5.2,5.1,5,4.9,5.7
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6741.09694744697,4368.55568198245,4729.15332160905,5043.87148926827,5447.69879159062,5694.95854300159,5851.74245842515,5309.79017806841,6148.66446431005,4067.28931450265
Honduras,HND,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,95.0500030517578,94.9899978637695,94.9499969482422,..,94.8899993896484,94.8399963378906,..,..,93.8499984741211
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,..,81.5787469836446,83.0682366610064,84.5544552685673,86.038448476182,87.522119939226,89.0055322191438,90.4617302708017,91.861158280454,80.0845205112164
Honduras,HND,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,68,67,62,64,65,67,72,..,65
Honduras,HND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,21.3,20.5,19.8,19.1,18.4,17.8,17.1,16.6,22.1
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,69049.4365393847,54781.6471649487,56408.936273748,57225.0899950887,59842.2129961658,62523.1355943249,62119.4019299544,59022.8355499417,66248.8127682345,53691.8374784984
"Hong Kong SAR, China",HKG,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,..,6885.2380952381,6944.09523809524,6987.2380952381,7041.14285714286,7097.71428571429,7150.38095238095,7124.7619047619,7060.09523809524,6837.04761904762
"Hong Kong SAR, China",HKG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,41906.6555658699,25691.5272556351,26798.8541676269,27941.9268571832,29496.1636824744,31908.863454349,34645.5653834313,34169.9222845578,36773.3140344664,24547.9805346257
Hungary,HUN,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,98.5,..
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,..,108.113828621521,107.85698005698,107.539151873767,107.253626999781,107.117729563883,107.069263642341,106.839239535393,106.398104317335,109.27959792334
Hungary,HUN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,15,15,14,14,15,14,15,..,15
Hungary,HUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,5.4,5.1,4.7,4.5,4.2,4.1,4,4,5.6
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17027.5591892287,11401.2908733346,11486.5492908026,11899.2932735377,12526.4811537801,13351.0571025647,13993.4956781778,13809.2279438717,15336.3457493469,11087.4412020634
IBRD only,IBD,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,97.9168167114258,96.3578033447266,96.1710205078125,96.4878311157227,96.5590972900391,96.2862091064453,97.6204299926758,97.725471496582,97.8049087524414,95.8599319458008
IBRD only,IBD,Population density (people per sq. km of land area),EN.POP.DNST,..,65.0581386103888,65.7282943497385,66.3716649970189,67.0014805079863,67.5780541493568,68.1125126381905,68.5947547770341,68.9671250105762,64.3664136679182
IBRD only,IBD,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,86,85,81,79,79,79,79,..,95
IBRD only,IBD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,27.7816653125548,26.6692319322774,25.297330682241,24.0188277599916,23.489820174703,22.5782919934552,22.0138470548038,21.3590243647904,29.5941448443314
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,69081.261667188,45996.9687476901,49201.0640964553,53480.3971946764,55638.4920591796,57197.7676247173,59608.0478648725,54303.9041694279,58195.3630924925,44409.6689530904
Iceland,ISL,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,..,3.2656957605985,3.29990024937656,3.34602493765586,3.42543640897756,3.49817514628583,3.5759496181692,3.63446394922146,3.69453535654071,3.22956608478803
Iceland,ISL,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,3,3,3,3,3,3,3,..,4
Iceland,ISL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.6,2.6
